statement_idx,uc_table,uc_column,status,error
253,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,EquityCFD,OK,
254,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,EquityReal,OK,
255,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,EquityTRS,OK,
256,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,InstrumentName,OK,
257,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,IsBuy,OK,
258,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,IsCreditReportValidCB,OK,
259,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,IsDLTUser,OK,
260,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,IsGermanBaFin,OK,
261,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Label,OK,
262,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,MifidCategorization,OK,
263,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,MifidCategorizationID,OK,
264,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,PlayerLevelID,OK,
265,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,PlayerStatus,OK,
266,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,PlayerStatusID,OK,
267,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Real_NOP,OK,
268,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Real_Units,OK,
269,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Real_Units_Staking_OptIn,OK,
270,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Real_Units_Staking_OptOut,OK,
271,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Regulation,OK,
272,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,TRS_NOP,OK,
273,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,TRS_Units,OK,
274,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,TanganyStatus,OK,
275,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Total_NOP,OK,
276,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop_cid,Total_Units,OK,
277,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_creditline,DateID,OK,
278,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_creditline,Liabilities,OK,
279,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_creditline,RealCID,OK,
280,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,Exchange,OK,
281,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,ISINCode,OK,
282,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,InstrumentID,OK,
283,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,IsCreditReportValidCB,OK,
284,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,IsValidCustomer,OK,
285,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_daily_dividends,Symbol,OK,
286,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,AccountStatusID,OK,
287,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,AccountStatusName,OK,
288,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,AccountTypeID,OK,
289,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,CommissionOnClose,OK,
290,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,CommissionOnOpen,OK,
291,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,CountryID,OK,
292,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,DateID,OK,
293,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,FirstDepositDate,OK,
294,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,FullCommissionOnClose,OK,
295,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,FullCommissionOnOpen,OK,
296,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,FullDate,OK,
297,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,InstrumentID,OK,
298,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,InstrumentType,OK,
299,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,InstrumentTypeID,OK,
300,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsAirDrop,OK,
301,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsBuy,OK,
302,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsCreditReportValidCB,OK,
303,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsSettled,OK,
304,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsValidCustomer,OK,
305,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,MifidCategorizationID,OK,
306,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,PlayerLevelID,OK,
307,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,PlayerStatusID,OK,
308,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,RealCID,OK,
309,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,Region,OK,
310,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,RegulationID,OK,
311,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,SettlementTypeID,OK,
312,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,UserName,OK,
313,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,AccountTypeID,OK,
314,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,CountryID,OK,
315,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,DateID,OK,
316,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,GuruStatusID,OK,
317,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,ParentCID,OK,
318,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,Amount,OK,
319,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,Date,OK,
320,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,DateID,OK,
321,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,DividendID,OK,
322,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,InstrumentID,OK,
323,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,IsBuy,OK,
324,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,IsCreditReportValidCB,OK,
325,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,IsSettled,OK,
326,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,IsValidCustomer,OK,
327,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,PlayerLevelID,OK,
328,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,PlayerStatusID,OK,
329,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,PositionID,OK,
330,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,RealCID,OK,
331,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,Regulation,OK,
332,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,CID,OK,
333,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,Credit,OK,
334,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,Date,OK,
335,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,DateID,OK,
336,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,Gender,OK,
337,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,GuruStatusID,OK,
338,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,HasAvatar,OK,
339,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,NumOfCopiers,OK,
340,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,PositionPnL,OK,
341,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,RealizedEquity,OK,
342,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,Region,OK,
343,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,TotalPositionsAmount,OK,
344,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,UserName,OK,
345,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,Date,OK,
346,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,HedgeServerID,OK,
347,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,InstrumentID,OK,
348,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,InstrumentType,OK,
349,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,Leverage,OK,
350,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailyzero_treesize_new,NOP,OK,
351,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,AffiliateID,OK,
352,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,CampaignId,OK,
353,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,Channel,OK,
354,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,Contact,OK,
355,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,SubChannel,OK,
356,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,AccountType,OK,
357,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,ActionTypeID,OK,
358,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Bonus,OK,
359,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,CID,OK,
360,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,CashoutFee,OK,
361,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Cashouts,OK,
362,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,CashoutsIncludingRedeem,OK,
363,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Compensation,OK,
364,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,CompensationPnLAdjustments,OK,
365,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Country,OK,
366,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Credit,OK,
367,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,DateID,OK,
368,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Deposits,OK,
369,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,DividendsPaid,OK,
370,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,FirstDepositDate,OK,
371,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,InProcessCashout,OK,
372,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,InstrumentTypeID,OK,
373,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsBlocked,OK,
374,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsCreditReportValidCB,OK,
375,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsDepositor,OK,
376,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsGermanBaFin,OK,
377,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,IsValidCustomer,OK,
378,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Label,OK,
379,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,MifidCategory,OK,
380,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,MirrorID,OK,
381,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,NOP,OK,
382,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,NOPCrypto,OK,
383,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,NOPCryptoCFD,OK,
384,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,NOPStocks,OK,
385,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,NOPStocksCFD,OK,
386,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,OvernightFee,OK,
387,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,PlayerStatus,OK,
388,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,PositionAmount,OK,
389,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,PositionID,OK,
390,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,PositionPNL,OK,
391,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Region,OK,
392,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,Regulation,OK,
393,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,StockOrders,OK,
394,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,TotalLiability,OK,
395,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,TotalRealCryptoLoan,OK,
396,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,TransferCoinFees,OK,
397,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,TransferCoins,OK,
398,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,UnrealizedPnL,OK,
399,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,UnrealizedPnLChange,OK,
400,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,UnrealizedPnLChangeCFD,OK,
401,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,UnrealizedPnLChangeCryptoReal,OK,
402,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,UnrealizedPnLChangeStocksReal,OK,
403,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,actualNWA,OK,
404,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,realizedEquity,OK,
405,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,AccountTypeID,OK,
406,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,CountryID,OK,
407,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,Date,OK,
408,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,DateID,OK,
409,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,DesignatedRegulationID,OK,
410,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,IsCreditReportValidCB,OK,
411,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,IsDepositor,OK,
412,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,IsValidCustomer,OK,
413,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,MifidCategorizationID,OK,
414,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,PlayerLevelID,OK,
415,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,PlayerStatusID,OK,
416,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,RealCID,OK,
417,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status,RegulationID,OK,
418,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,Date,OK,
419,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,DateID,OK,
420,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_periodic_status,RealCID,OK,
421,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,ActualNWA,OK,
422,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Bonus,OK,
423,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,CashoutFee,OK,
424,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Cashouts,OK,
425,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,CashoutsIncludingRedeem,OK,
426,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Compensation,OK,
427,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,CompensationPnLAdjustments,OK,
428,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Country,OK,
429,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Credit,OK,
430,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,DateID,OK,
431,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Deposits,OK,
432,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,DividendsPaid,OK,
433,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,InProcessCashout,OK,
434,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,IsBlocked,OK,
435,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,IsCreditReportValidCB,OK,
436,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,IsGermanBaFin,OK,
437,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,IsValidCustomer,OK,
438,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Label,OK,
439,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,MifidCategory,OK,
440,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,NOP,OK,
441,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,NOPCrypto,OK,
442,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,NOPCryptoCFD,OK,
443,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,NOPStocks,OK,
444,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,NOPStocksCFD,OK,
445,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,OvernightFee,OK,
446,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,PlayerStatus,OK,
447,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,PositionPNL,OK,
448,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Region,OK,
449,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,Regulation,OK,
450,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,TotalLiability,OK,
451,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,TotalRealCryptoLoan,OK,
452,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,TransferCoinFees,OK,
453,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,TransferCoins,OK,
454,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,UnrealizedPnL,OK,
455,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,UnrealizedPnLChange,OK,
456,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_daily_aggregated,realizedEquity,OK,
457,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,ActualNWA,OK,
458,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,Bonus,OK,
459,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,CashInCopy,OK,
460,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,CopyPositionPnL,OK,
461,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,Date,OK,
462,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,DateID,OK,
463,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,EquityGlobal,OK,
464,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,InProcessCashout,OK,
465,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,MirrorStocksPositionPnL,OK,
466,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,NOP,OK,
467,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,NOPCrypto,OK,
468,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,NOPCryptoCFD,OK,
469,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,NOPStocks,OK,
470,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,NOPStocksCFD,OK,
471,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,RealCID,OK,
472,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,RealizedEquityGlobal,OK,
473,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,RealizedEquityTP,OK,
474,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,StockOrders,OK,
475,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,StocksPositionPnL,OK,
476,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalEquityTP,OK,
477,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalInvestedAmount,OK,
478,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalLiabilityGlobal,OK,
479,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalLiabilityTP,OK,
480,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalPositionPNL,OK,
481,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalRealCrypto,OK,
482,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalRealCryptoLoan,OK,
483,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,TotalRealStocks,OK,
484,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,AmountUSD,OK,
485,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,Currency,OK,
486,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,CurrencyID,OK,
487,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,Date,OK,
488,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,DateID,OK,
489,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,FundingTypeID,OK,
490,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_mimo_allplatforms,IsRecurring,OK,
