node,total_weight,src_wiki,src_genie,src_kpi,src_kpi_prep,src_tableau
finance.bronze_sodreconciliation_apex_ext1047_revenuereports,1.00,0,0,0,1,0
general.SolarisBankIdentDb_SolarisBankIdent,1.00,1,0,0,0,0
general.VideoIdentDb_VideoIdent,1.00,1,0,0,0,0
general.bronze_db_logs_backoffice_auditaction,1.00,0,1,0,0,0
general.bronze_opsdb_dbo_vw_unitycatalog_mapping_tables,1.00,0,1,0,0,0
mailtracking.Fact_MailTracking,1.00,1,0,0,0,0
sharepoint.silver_sharepoint_marketing_region_mapping,1.00,0,0,0,1,0
spaceship.bronze_spaceship_analytics_fct_money_transactions,1.00,0,0,0,1,0
spaceship.bronze_spaceship_metabase_nova_fees,1.00,0,0,1,0,0
spaceship.bronze_spaceship_metabase_nova_user_balances,1.00,0,0,1,0,0
spaceship.bronze_spaceship_metabase_super_user_balances,1.00,0,0,1,0,0
spaceship.bronze_spaceship_metabase_voyager_account_fees,1.00,0,0,1,0,0
spaceship.bronze_spaceship_metabase_voyager_management_fees,1.00,0,0,1,0,0
spaceship.spaceship_metabase_voyager_product_balances,1.00,0,0,1,0,0
urban.gold_push_body,1.00,0,1,0,0,0
urban.gold_push_body_message,1.00,0,1,0,0,0
