ProcedureName,TableName,FrequencySP,ProcessName,Priority,max_update,modify_date,freshness_method,tableau_workbooks,total_views_sum,newest_wb_updated,newest_wb_age_days,is_feeder,verdict,decision
BI_DB_dbo.SP_AcquisitionFunnel_AGG,BI_DB_dbo.BI_DB_AcquisitionFunnel_AGG,Daily,SB_Daily,0,5/31/2026 5:26,2/9/2022 8:15,UpdateDate,2,4832,4/13/2026,48,,KEEP,
BI_DB_dbo.SP_Affiliate_Guidlines_Report,BI_DB_dbo.BI_DB_Affiliate_Guidlines_Report,Daily,SB_Daily,0,5/31/2026 0:00,6/29/2023 14:48,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_AffiliatePaymentsReport,BI_DB_dbo.BI_DB_AffiliatePayment,Daily,SB_Daily,0,5/2/2026 4:58,3/24/2022 13:24,UpdateDate,1,1202,4/15/2026,46,,KEEP,
BI_DB_dbo.SP_AffiliatesPaidAndCashout,BI_DB_dbo.BI_DB_Daily_AffiliatesPaidAndCashout,Daily,SB_Daily,0,5/31/2026 6:37,11/17/2024 8:38,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_AllDeposits,BI_DB_dbo.BI_DB_AllDeposits,Daily,SB_Daily,0,5/31/2026 4:39,3/19/2024 15:42,UpdateDate,35,97793,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_AM_Portfolio_Summary,BI_DB_dbo.BI_DB_AM_Portfolio_Summary,Daily,SB_Daily,0,5/31/2026 6:52,4/29/2021 15:45,UpdateDate,1,10897,1/5/2026,146,,KEEP,
BI_DB_dbo.SP_AML_ASIC_Dashboard,BI_DB_dbo.BI_DB_AML_ASIC_Dashboard,Daily,SB_Daily,0,5/31/2026 4:39,12/3/2023 14:24,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_BI_Alerts_MultipleAccountseMoney,BI_DB_dbo.BI_DB_AML_BI_Alerts_MultipleAccountseMoney,Daily,SB_Daily,0,4/23/2026 7:34,5/20/2025 12:55,UpdateDate,2,285,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_AML_BI_Alerts_New,BI_DB_dbo.BI_DB_AML_BI_Alerts_New,Daily,SB_Daily,0,5/31/2026 5:50,11/17/2024 8:38,UpdateDate,5,5817,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_AML_BI_Alerts_New_Master_SubAccount,BI_DB_dbo.BI_DB_AML_BI_Alerts_New_Master_SubAccount,Daily,SB_Daily,0,5/16/2026 5:27,4/28/2025 13:44,UpdateDate,2,414,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_AML_BI_Alerts_New_Singapore,BI_DB_dbo.BI_DB_AML_BI_Alerts_New_Singapore,Daily,SB_Daily,0,5/31/2026 7:16,5/20/2025 10:06,UpdateDate,1,3182,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_AML_Documents_Request,BI_DB_dbo.BI_DB_AML_Documents_Request,Daily,SB_Daily,0,5/31/2026 5:11,1/19/2025 15:45,UpdateDate,1,115,2/1/2026,119,Y,KEEP,
BI_DB_dbo.SP_AML_Gatsby_Alerts,BI_DB_dbo.BI_DB_AML_Gatsby_Alerts,Daily,SB_Daily,0,5/30/2026 13:44,1/2/2024 8:37,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_German_Video_Ident,BI_DB_dbo.AML_German_Video_Ident,Daily,SB_Daily,0,5/31/2026 4:45,7/17/2023 9:24,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_High_Risk_Wallet,BI_DB_dbo.BI_DB_AML_High_Risk_Wallet,Daily,SB_Daily,0,5/31/2026 5:33,8/18/2024 7:05,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_IOB_Report,BI_DB_dbo.BI_DB_AML_IOB_Report,Daily,SB_Daily,0,5/31/2026 5:27,7/8/2025 8:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_KYC_Process,BI_DB_dbo.BI_DB_AML_KYC_Process,Daily,SB_Daily,0,5/31/2026 7:44,7/27/2025 9:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_KYC_SOF,BI_DB_dbo.BI_DB_AML_KYC_SOF,Daily,SB_Daily,0,5/31/2026 5:42,8/14/2023 13:14,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,keep
BI_DB_dbo.SP_AML_Periodic_Review,BI_DB_dbo.BI_DB_AML_Periodic_Review_AR,Daily,SB_Daily,0,5/31/2026 6:13,2/13/2024 18:54,UpdateDate,2,699,12/11/2025,171,,KEEP,
BI_DB_dbo.SP_AML_Periodic_Review,BI_DB_dbo.BI_DB_AML_Periodic_Review_MR,Daily,SB_Daily,0,5/31/2026 6:13,2/13/2024 18:54,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_Periodic_Review,BI_DB_dbo.BI_DB_AML_Periodic_Review_HR,Daily,SB_Daily,0,5/31/2026 6:13,2/13/2024 18:54,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copiers,Daily,SB_Daily,0,5/31/2026 7:07,11/12/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_PI_Side,Daily,SB_Daily,0,5/31/2026 7:07,11/5/2023 12:34,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Copy_Side,Daily,SB_Daily,0,5/31/2026 7:07,11/12/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_SameIP,Daily,SB_Daily,0,5/31/2026 7:07,8/27/2025 11:52,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_PI_Side,Daily,SB_Daily,0,5/31/2026 7:07,11/5/2023 12:33,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_Copy,Daily,SB_Daily,0,5/31/2026 7:08,11/12/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse,Daily,SB_Daily,0,5/31/2026 7:06,8/27/2025 11:52,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copy_Side,Daily,SB_Daily,0,5/31/2026 7:07,11/12/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_as_pi,Daily,SB_Daily,0,5/31/2026 7:07,11/12/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_AS_PI,Daily,SB_Daily,0,5/31/2026 7:07,11/12/2024 11:56,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_PI_Abuse,BI_DB_dbo.BI_DB_AML_PI_Abuse_CopierTable,Daily,SB_Daily,0,5/31/2026 7:10,3/2/2025 13:27,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_AML_Singapore_Risk_Classification,BI_DB_dbo.BI_DB_AML_Singapore_Risk_Classification ,Daily,SB_Daily,0,5/31/2026 7:40,3/23/2026 13:52,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_ASIC_GAML_Invested_Amount,BI_DB_dbo.BI_DB_ASIC_GAML_Invested_Amount,Daily,SB_Daily,0,5/31/2026 4:45,5/9/2023 11:20,UpdateDate,2,462,12/11/2025,171,,KEEP,
BI_DB_dbo.SP_BI_AMLPeriodicReview,BI_DB_dbo.BI_DB_AMLPeriodicReview,Daily,SB_Daily,0,5/31/2026 6:41,8/12/2025 8:46,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,keep
BI_DB_dbo.SP_BI_DB_AMLPeriodicReview_PostReview,BI_DB_dbo.BI_DB_AMLPeriodicReview_PostReview,Daily,SB_Daily,0,5/31/2026 7:09,7/1/2025 13:56,UpdateDate,1,152,4/15/2026,46,,KEEP,
BI_DB_dbo.SP_BI_DB_ApproperiatenessTest_FTP_CID_Level,BI_DB_dbo.BI_DB_ApproperiatenessTest_FTP_CID_Level,Daily,SB_Daily,0,5/31/2026 5:03,5/24/2026 15:06,UpdateDate,1,621,3/10/2025,447,,KEEP,
BI_DB_dbo.SP_BI_DB_BODailyCompensations,BI_DB_dbo.BI_DB_BODailyCompensations,Daily,SB_Daily,0,5/31/2026 4:42,12/2/2024 10:59,UpdateDate,1,138,6/13/2024,717,,KEEP,
BI_DB_dbo.SP_BI_DB_CO_Cluster_Daily,BI_DB_dbo.BI_DB_CO_Cluster_Daily,Daily,SB_Daily,0,5/31/2026 4:46,8/20/2025 11:23,UpdateDate,1,98,8/4/2025,300,,KEEP,
BI_DB_dbo.SP_BI_DB_CryptoDashboardNew,BI_DB_dbo.BI_DB_CryptoDashboardNew,Daily,SB_Daily,0,5/31/2026 4:50,9/24/2024 15:35,UpdateDate,1,715,2/4/2026,116,,KEEP,
BI_DB_dbo.SP_BI_DB_DLT_Tangany_Trades_Netting,BI_DB_dbo.BI_DB_DLT_Tangany_Trades_Netting,Daily,SB_Daily,0,5/31/2026 4:58,6/8/2025 5:52,UpdateDate,2,1597,4/20/2026,41,,KEEP,
BI_DB_dbo.SP_BI_DB_German_Crypto_Transition_To_Tangany,BI_DB_dbo.BI_DB_German_Crypto_Transition_To_Tangany,Daily,SB_Daily,0,5/31/2026 4:46,2/11/2024 16:42,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_BI_DB_German_Open_Real_Crypto_Positions_Daily,BI_DB_dbo.BI_DB_German_Open_Real_Crypto_Positions_Daily,Daily,SB_Daily,0,5/31/2026,1/16/2024 12:46,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_BI_DB_High_Cashout_Emails_For_Management_Analysis,BI_DB_dbo.BI_DB_High_Cashout_Emails_For_Management_Analysis,Daily,SB_Daily,0,5/31/2026,11/17/2024 8:37,UpdateDate,1,28,10/15/2024,593,,KEEP,
BI_DB_dbo.SP_BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months_Instrument,Daily,SB_Daily,0,5/31/2026 4:47,3/13/2024 7:15,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,Daily,SB_Daily,0,5/31/2026 4:47,3/13/2024 7:13,UpdateDate,1,72,10/20/2024,588,,KEEP,
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,BI_DB_dbo.BI_DB_PositionPnL_UK_Custody,Daily,SB_Daily,0,5/31/2026 3:04,1/10/2024 11:41,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,BI_DB_dbo.BI_DB_PositionPnL_EU_Custody,Daily,SB_Daily,0,5/31/2026 3:04,12/27/2023 8:19,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,BI_DB_dbo.BI_DB_PositionPnL_EU_Custody_Instrument_Agg,Daily,SB_Daily,0,5/31/2026 4:47,1/10/2024 11:41,UpdateDate,2,3624,12/22/2025,160,,KEEP,
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,BI_DB_dbo.BI_DB_PositionPnL_UK_Instrument_Agg,Daily,SB_Daily,0,5/31/2026 4:47,1/10/2024 11:41,UpdateDate,2,3624,12/22/2025,160,,KEEP,
BI_DB_dbo.SP_BI_DB_PositionPnL_EU_Custody,BI_DB_dbo.BI_DB_PositionPnL_UK_Custody_Resolver,Daily,SB_Daily,0,5/31/2026 4:48,2/15/2026 15:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,keep
BI_DB_dbo.SP_BI_DB_ReturnCalculation,BI_DB_dbo.BI_DB_ReturnCalculation,Daily,SB_Daily,0,5/31/2026 7:48,5/20/2024 3:15,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_BI_DB_ReturnCalculation,BI_DB_dbo.BI_DB_ReturnCalculation_Daily_Data,Daily,SB_Daily,0,5/31/2026 7:42,5/20/2024 3:14,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_BI_DB_W8_Users_Status,BI_DB_dbo.BI_DB_W8_Users_Status,Daily,SB_Daily,0,5/31/2026 5:04,2/2/2025 7:15,UpdateDate,1,398,10/8/2025,235,,KEEP,
BI_DB_dbo.SP_BO_Generated_Compensations,BI_DB_dbo.BI_DB_BO_Generated_Compensations,Daily,SB_Daily,0,5/31/2026 4:41,4/2/2024 3:55,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_Capital_Guarantee_Panel,BI_DB_dbo.BI_DB_CapitalGuarantee_Panel,Daily,SB_Daily,0,5/31/2026 4:46,3/5/2025 10:32,UpdateDate,1,6181,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_CID_BalanceDays,BI_DB_dbo.BI_DB_CID_BalanceDays,Daily,SB_Daily,0,5/31/2026 4:50,4/29/2021 15:46,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_CID_DailyCluster,BI_DB_dbo.BI_DB_CID_DailyCluster,Daily,SB_Daily,0,5/31/2026 6:32,2/9/2022 8:15,UpdateDate,16,65582,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_CID_DailyPanel_Club,BI_DB_dbo.BI_DB_CID_DailyPanel_Club,Daily,SB_Daily,0,5/31/2026 6:10,9/10/2023 13:02,UpdateDate,37,1064324,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_CID_DailyPanel_FullData,BI_DB_dbo.BI_DB_CID_DailyPanel_FullData,Daily,SB_Daily,0,5/31/2026 7:02,5/1/2026 2:17,UpdateDate,23,125690,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_CID_LifeStageDefinition,BI_DB_dbo.BI_DB_CID_LifeStageDefinition,Daily,SB_Daily,0,5/31/2026 5:10,11/18/2025 12:05,UpdateDate,1,891,4/21/2024,770,Y,KEEP,
BI_DB_dbo.SP_CID_MonthlyPanel_FullData,BI_DB_dbo.BI_DB_CID_MonthlyPanel_FullData,Daily,SB_Daily,0,5/31/2026 7:12,8/19/2025 7:34,UpdateDate,74,153080,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_CID_VerificationLevel,BI_DB_dbo.BI_DB_CID_VerificationLevel,Daily,SB_Daily,0,5/31/2026 4:41,4/29/2021 16:03,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_CID_WeeklyPanel_FullData,BI_DB_dbo.BI_DB_CID_WeeklyPanel_FullData,Daily,SB_Daily,0,5/31/2026 7:11,8/19/2025 8:29,UpdateDate,7,6702,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_Client_Balance_CID_Level_New_Blocked,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New_Blocked,Daily,SB_Daily,0,5/31/2026 4:46,11/17/2024 8:36,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_ClubChangeLog,BI_DB_dbo.BI_DB_ClubChangeLog,Daily,SB_Daily,0,5/31/2026 4:56,4/29/2021 15:50,UpdateDate,3,4002,1/5/2026,146,,KEEP,
BI_DB_dbo.SP_ClubUsersDataRemarketingGoogle,BI_DB_dbo.BI_DB_ClubUsersDataRemarketingGoogle,Daily,SB_Daily,0,5/31/2026 7:47,6/29/2023 12:41,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Compensation_Activity_Data,BI_DB_dbo.BI_DB_Compensation_Activity_Data_Regulation,Daily,SB_Daily,0,5/31/2026 4:45,10/13/2024 13:19,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Compensation_Activity_Data,BI_DB_dbo.BI_DB_Compensation_Activity_Data_CompensationReason,Daily,SB_Daily,0,5/31/2026 4:45,10/13/2024 13:19,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Compliance_Forbidden_Trades,BI_DB_dbo.BI_DB_Compliance_Illegal_Trades_Alerts,Daily,SB_Daily,0,5/31/2026 5:12,3/9/2025 12:41,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Compliance_VP_Monthly_MI,BI_DB_dbo.BI_DB_Compliance_VP_Monthly_MI,Daily,SB_Daily,0,5/31/2026 4:47,1/19/2025 15:41,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_CopyBlockedAUM,BI_DB_dbo.BI_DB_CopyBlockedAUMHistory,Daily,SB_Daily,0,5/31/2026 6:40,12/27/2023 12:45,UpdateDate,2,567,4/9/2026,52,,KEEP,
BI_DB_dbo.SP_CopyBlockedAUM,BI_DB_dbo.BI_DB_CopyBlockedAUM,Daily,SB_Daily,0,5/31/2026 6:40,12/27/2023 12:43,UpdateDate,2,567,4/9/2026,52,,KEEP,
BI_DB_dbo.SP_CopycatsOfCopyfunds,BI_DB_dbo.BI_DB_CopycatsOfCopyfunds,Daily,SB_Daily,0,5/31/2026 6:39,4/29/2021 15:51,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_CopyDailyData,BI_DB_dbo.BI_DB_CopyDailyData,Daily,SB_Daily,0,5/31/2026 6:41,2/9/2022 8:22,UpdateDate,4,9995,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_CopyFund_Positions,BI_DB_dbo.BI_DB_CopyFund_Positions,Daily,SB_Daily,0,5/31/2026 4:46,5/24/2026 15:02,UpdateDate,2,353,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_Copyfunds_SignificantAllocation,BI_DB_dbo.BI_DB_Copyfunds_SignificantAllocation,Daily,SB_Daily,0,5/31/2026 4:47,12/1/2024 13:39,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_CopyMilestone,BI_DB_dbo.BI_DB_CopyMilestone,Daily,SB_Daily,0,5/31/2026 6:47,4/29/2021 15:51,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Create_External_Price_History_LastPriceBeforeClose_Range,BI_DB_dbo.External_Price_History_LastPriceBeforeClose_Range,Daily,SB_Daily,0,,5/31/2026 7:31,modify_date,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Cross_Selling_Daily,BI_DB_dbo.BI_DB_Cross_Selling_Daily,Daily,SB_Daily,0,5/31/2026 7:34,2/19/2025 5:24,UpdateDate,1,386,3/27/2026,65,,KEEP,
BI_DB_dbo.SP_Crypto_Active_Open_Churn_Winback,BI_DB_dbo.BI_DB_Crypto_Active_Open_Churn_Winback,Daily,SB_Daily,0,5/31/2026 4:52,10/27/2024 5:54,UpdateDate,1,715,2/4/2026,116,,KEEP,
BI_DB_dbo.SP_CryptoMarketingList,BI_DB_dbo.BI_DB_CryptoMarketingList,Daily,SB_Daily,0,5/31/2026 5:00,6/13/2023 12:30,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_CustomerFirst5OpenPositions,BI_DB_dbo.BI_DB_CustomerFirst5OpenPositions,Daily,SB_Daily,0,5/31/2026 5:04,4/29/2021 15:51,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_CustomerFirst5OpenPositions,BI_DB_dbo.BI_DB_CustomerCross,Daily,SB_Daily,0,5/31/2026 5:05,4/29/2021 15:51,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_CustomerFirst5OpenPositions,BI_DB_dbo.BI_DB_CustomerCross_New,Daily,SB_Daily,0,5/31/2026 5:05,4/29/2021 15:51,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_CySEC_Submission_ICF,BI_DB_dbo.BI_DB_CySEC_Submission_ICF,Daily,SB_Daily,0,5/31/2026,12/16/2024 9:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_D_Compliance_Surveillance_KYC_PnL_Monitoring,BI_DB_dbo.BI_DB_Compliance_Surveillance_KYC_PnL_Monitoring,Daily,SB_Daily,0,5/31/2026 7:34,1/14/2025 10:03,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_D_Compliance_Surveillance_ShortTermTrades,BI_DB_dbo.BI_DB_Compliance_Surveillance_ShortTermTrades,Daily,SB_Daily,0,5/31/2026 5:04,1/16/2024 12:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_D_Compliance_Surveillance_Snapshot,BI_DB_dbo.BI_DB_Compliance_Surveillance_Snapshot,Daily,SB_Daily,0,5/31/2026 5:17,1/16/2024 13:23,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Daily_CID_Dividend_TaxReport,BI_DB_dbo.BI_DB_Daily_CID_Dividend_TaxReport,Daily,SB_Daily,0,5/31/2026 4:52,6/16/2021 5:40,UpdateDate,2,1026,2/14/2024,837,,KEEP,
BI_DB_dbo.SP_Daily_HighCashoutEmailsForManagement,BI_DB_dbo.BI_DB_Daily_HighCashoutEmailsForManagement,Daily,SB_Daily,0,5/31/2026,11/17/2024 8:36,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_Daily_Open_Closed_Position,BI_DB_dbo.BI_DB_Daily_Open_Closed_Position,Daily,SB_Daily,0,5/31/2026,5/30/2024 8:44,UpdateDate,1,116,5/23/2024,738,,KEEP,
BI_DB_dbo.SP_DailyNOP_ByInstrument,BI_DB_dbo.BI_DB_DailyNOP_ByInstrument,Daily,SB_Daily,0,5/31/2026 4:54,4/29/2021 15:54,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_DailyPanel_Copy,BI_DB_dbo.BI_DB_DailyPanel_Copy,Daily,SB_Daily,0,5/31/2026 6:53,1/3/2024 12:29,UpdateDate,7,10860,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DailyRiskAlert,BI_DB_dbo.BI_DB_DailyRiskAlert,Daily,SB_Daily,0,5/31/2026 7:05,11/17/2024 8:36,UpdateDate,3,2366,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_DCM_Dashboard,BI_DB_dbo.BI_DB_DCM_Dashboard,Daily,SB_Daily,0,5/31/2026 5:26,7/6/2023 9:41,UpdateDate,2,767,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_DDR_Fact_MIMO_Options_Platform,BI_DB_dbo.BI_DB_DDR_Fact_MIMO_Options_Platform,Daily,SB_Daily,0,5/31/2026 5:02,5/24/2026 15:06,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_DDR_Fact_MIMO_Trading_Platform,BI_DB_dbo.BI_DB_DDR_Fact_MIMO_Trading_Platform,Daily,SB_Daily,0,5/31/2026 4:54,6/17/2025 6:35,UpdateDate,3,1263,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Fact_Non_Revenue_Generating_Actions,BI_DB_dbo.BI_DB_DDR_Fact_Non_Revenue_Generating_Actions,Daily,SB_Daily,0,5/31/2026 4:54,5/24/2026 15:05,UpdateDate,2,353,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_Demo_CID_Panel,BI_DB_dbo.BI_DB_Demo_CID_Panel,Daily,SB_Daily,0,5/31/2026 6:13,12/2/2024 9:56,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_Diversification,BI_DB_dbo.BI_DB_Diversification,Daily,SB_Daily,0,5/16/2026 6:58,8/22/2023 17:13,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Document_Vendors,BI_DB_dbo.BI_DB_Document_Vendors,Daily,SB_Daily,0,5/31/2026 5:08,12/2/2024 9:45,UpdateDate,6,5025,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_DWH_CIDs7DaysDeviation,BI_DB_dbo.DWH_CIDs7DaysDeviation,Daily,SB_Daily,0,5/31/2026 4:56,4/29/2021 16:02,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,keep
BI_DB_dbo.SP_DWH_CIDsDailyRisk,BI_DB_dbo.DWH_CIDsDailyRisk,Daily,SB_Daily,0,5/31/2026 5:27,4/29/2021 16:05,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,keep
BI_DB_dbo.SP_DWH_GainDaily,BI_DB_dbo.DWH_GainDaily,Daily,SB_Daily,0,5/31/2026 4:58,11/9/2023 7:32,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,keep
BI_DB_dbo.SP_EOD_USD_cr,BI_DB_dbo.BI_DB_EOD_USD_cr,Daily,SB_Daily,0,5/31/2026 4:56,4/29/2021 15:54,UpdateDate,2,399,2/20/2024,831,,KEEP,
BI_DB_dbo.SP_Fact_Customer_Action_Position_Distribution,BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution,Daily,SB_Daily,0,5/31/2026 4:58,5/24/2026 15:04,UpdateDate,2,353,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_Failed_Verification_MA,BI_DB_dbo.BI_DB_Failed_Verification_MA,Daily,SB_Daily,0,5/31/2026 8:07,5/11/2025 11:54,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_FB_Report,BI_DB_dbo.BI_DB_FB_Report,Daily,SB_Daily,0,5/31/2026 5:36,6/6/2023 9:42,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_Finance_ASIC_MP,BI_DB_dbo.BI_DB_Finance_ASIC_MP,Daily,SB_Daily,0,5/31/2026 5:00,12/16/2024 9:56,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Finance_IFRS_Automation_KTCD_eToro_Side,BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,Daily,SB_Daily,0,5/31/2026 5:16,7/6/2023 10:34,UpdateDate,1,22,12/11/2025,171,,KEEP,
