normalized_concept,hub_count,claiming_hubs,variant_count,variants,file_count,source_fields
userprogramid,1,domain-staking,1,UserProgramID,2,triggers
users,1,domain-customer-and-identity,1,users,1,triggers
usersettingswalletallowance,1,domain-payments,1,UserSettingsWalletAllowance,1,triggers
usmopusedinnonusaccount,1,domain-ops-and-onboarding,1,UsMopUsedInNonUsAccount,1,triggers
uswelcomejourney,1,domain-marketing-and-acquisition,1,USWelcomeJourney,2,triggers
utilizedunits,1,domain-staking,1,UtilizedUnits,1,triggers
v2anomalyflag,1,domain-compliance-and-aml,1,V2AnomalyFlag,1,triggers
v_backoffice_sfmc_email_stats,1,domain-marketing-and-acquisition,1,v_backoffice_sfmc_email_stats,2,triggers
v_customeranswers,1,domain-customer-and-identity,1,V_CustomerAnswers,1,triggers
v_dealing_duco_eodrecon,1,domain-trading,1,V_Dealing_Duco_EODRecon,1,triggers
v_dim_instrument_enriched,1,domain-trading,1,v_dim_instrument_enriched,1,triggers
v_fact_customeraction_enriched,1,domain-customer-and-identity,1,v_fact_customeraction_enriched,2,triggers
v_fact_customeraction_w_metrics,1,domain-customer-and-identity,1,v_fact_customeraction_w_metrics,2,triggers
v_fact_snapshotcustomer_fromdateid,1,domain-customer-and-identity,1,V_Fact_SnapshotCustomer_FromDateID,1,triggers
v_marketing_campaigns_google,1,domain-marketing-and-acquisition,1,v_marketing_campaigns_google,2,triggers
v_marketing_campaigns_social,1,domain-marketing-and-acquisition,1,v_marketing_campaigns_social,2,triggers
v_mimo_emoneyplatform,1,domain-payments,1,v_mimo_emoneyplatform,1,triggers
v_mimo_first_deposit_all_platforms,1,domain-payments,1,v_mimo_first_deposit_all_platforms,1,triggers
v_mimo_options_platform,1,domain-options,1,v_mimo_options_platform,2,triggers
v_mimo_optionsplatform,1,domain-options,1,v_mimo_optionsplatform,2,triggers
v_mimo_tradingplatform,1,domain-payments,1,v_mimo_tradingplatform,1,triggers
v_moneyfarm_aum,1,domain-moneyfarm,1,v_moneyfarm_aum,2,triggers
v_moneyfarm_fees,1,domain-moneyfarm,1,v_moneyfarm_fees,2,triggers
v_moneyfarm_mimo,1,domain-moneyfarm,1,v_moneyfarm_mimo,2,triggers
v_options_aum,1,domain-options,1,v_options_aum,2,triggers
v_population_active_traders,1,domain-customer-and-identity,1,v_population_active_traders,1,triggers
v_population_balance_only_accounts,1,domain-payments,1,v_population_balance_only_accounts,2,triggers
v_population_first_time_funded,1,domain-customer-and-identity,1,v_population_first_time_funded,1,triggers
v_population_first_trading_action,1,domain-customer-and-identity,1,v_population_first_trading_action,1,triggers
v_population_funded,1,domain-payments,1,v_population_funded,2,triggers
v_population_portfolio_only,1,domain-payments,1,v_population_portfolio_only,2,triggers
v_raf,1,domain-marketing-and-acquisition,1,v_raf,2,triggers
v_raf_config,1,domain-marketing-and-acquisition,1,v_raf_config,2,triggers
v_revenue_adminfee,1,domain-revenue-and-fees,1,v_revenue_adminfee,1,triggers
v_revenue_cashoutfee_excluderedeem,1,domain-revenue-and-fees,1,v_revenue_cashoutfee_excluderedeem,1,triggers
v_revenue_cashoutfee_incredeem,1,domain-revenue-and-fees,1,v_revenue_cashoutfee_incredeem,1,triggers
v_revenue_commission,1,domain-revenue-and-fees,1,v_revenue_commission,1,triggers
v_revenue_conversionfee,1,domain-revenue-and-fees,1,v_revenue_conversionfee,1,triggers
v_revenue_conversionfee_withpositiondata,1,domain-revenue-and-fees,1,v_revenue_conversionfee_withpositiondata,1,triggers
v_revenue_cryptotofiat_c2f,1,domain-revenue-and-fees,1,v_revenue_cryptotofiat_c2f,1,triggers
v_revenue_dividend,1,domain-revenue-and-fees,1,v_revenue_dividend,1,triggers
v_revenue_dormantfee,1,domain-revenue-and-fees,1,v_revenue_dormantfee,1,triggers
v_revenue_fullcommission,1,domain-revenue-and-fees,1,v_revenue_fullcommission,1,triggers
v_revenue_interestfee,1,domain-revenue-and-fees,1,v_revenue_interestfee,1,triggers
v_revenue_optionsplatform,1,domain-options,1,v_revenue_optionsplatform,2,triggers
v_revenue_rollover,1,domain-revenue-and-fees,1,v_revenue_rollover,1,triggers
v_revenue_sdrt,1,domain-revenue-and-fees,1,v_revenue_sdrt,1,triggers
v_revenue_share_lending,1,domain-revenue-and-fees,1,v_revenue_share_lending,1,triggers
v_revenue_spotadjustfee,1,domain-revenue-and-fees,1,v_revenue_spotadjustfee,1,triggers
v_revenue_stakingfee,1,domain-revenue-and-fees,1,v_revenue_stakingfee,1,triggers
v_revenue_ticketfee_bypercent,1,domain-revenue-and-fees,1,v_revenue_ticketfee_bypercent,1,triggers
v_revenue_ticketfee_fixed,1,domain-revenue-and-fees,1,v_revenue_ticketfee_fixed,1,triggers
v_revenue_transfercoinfee,1,domain-revenue-and-fees,1,v_revenue_transfercoinfee,1,triggers
v_spaceship_aum,1,domain-spaceship,1,v_spaceship_aum,3,triggers
v_spaceship_f30dd broken,1,domain-spaceship,1,v_spaceship_f30dd broken,1,triggers
v_spaceship_fees,1,domain-spaceship,1,v_spaceship_fees,2,triggers
v_spaceship_funded_products_daily deprecated,1,domain-spaceship,1,v_spaceship_funded_products_daily deprecated,1,triggers
v_spaceship_mimo,1,domain-spaceship,1,v_spaceship_mimo,3,triggers
v_spaceship_mimo is_ftd overcounts,1,domain-spaceship,1,v_spaceship_mimo is_ftd overcounts,1,triggers
v_spaceship_user_profile deprecated,1,domain-spaceship,1,v_spaceship_user_profile deprecated,2,triggers
valid customers,1,cross-cutting,1,valid customers,2,triggers
valid users,1,cross-cutting,1,valid users,2,triggers
validation week 2026-03-22,1,domain-spaceship,1,validation week 2026-03-22,1,triggers
variant,1,domain-product-analytics,1,variant,2,triggers
variant_keys,1,domain-product-analytics,1,variant_keys,2,triggers
variant_names,1,domain-product-analytics,1,variant_names,2,triggers
variants,1,domain-product-analytics,1,variants,1,triggers
vendor_events_attempt_count,1,domain-ops-and-onboarding,1,vendor_events_attempt_count,1,triggers
vendor_events_distinct_providers_tried_count,1,domain-ops-and-onboarding,1,vendor_events_distinct_providers_tried_count,1,triggers
vendor_events_one_source_event_count,1,domain-ops-and-onboarding,1,vendor_events_one_source_event_count,1,triggers
vendor_events_two_sources_event_count,1,domain-ops-and-onboarding,1,vendor_events_two_sources_event_count,1,triggers
vendor_events_zero_source_event_count,1,domain-ops-and-onboarding,1,vendor_events_zero_source_event_count,1,triggers
vendor_reason,1,domain-ops-and-onboarding,1,vendor_reason,2,triggers
vendorproofofaddress,1,domain-ops-and-onboarding,1,VendorProofOfAddress,2,triggers
vendorproofofidentity,1,domain-ops-and-onboarding,1,VendorProofOfIdentity,2,triggers
verification level,1,domain-marketing-and-acquisition,1,verification level,1,triggers
verification level - 1,1,domain-marketing-and-acquisition,1,Verification Level - 1,1,triggers
verification level - 2,1,domain-marketing-and-acquisition,1,Verification Level - 2,1,triggers
verification level - 3,1,domain-marketing-and-acquisition,1,Verification Level - 3,1,triggers
verification_level_at_first_ev_attempt,1,domain-ops-and-onboarding,1,verification_level_at_first_ev_attempt,1,triggers
verificationjourney,1,domain-marketing-and-acquisition,1,VerificationJourney,2,triggers
verificationlevel,1,domain-ops-and-onboarding,1,VerificationLevel,2,triggers
verificationlevel0,1,domain-ops-and-onboarding,1,VerificationLevel0,2,triggers
verificationlevel1,1,domain-ops-and-onboarding,1,VerificationLevel1,2,triggers
verificationlevel1date,1,domain-customer-and-identity,1,VerificationLevel1Date,1,triggers
verificationlevel2,1,domain-ops-and-onboarding,1,VerificationLevel2,2,triggers
verificationlevel2date,1,domain-customer-and-identity,1,VerificationLevel2Date,1,triggers
verificationlevel3,1,domain-ops-and-onboarding,1,VerificationLevel3,2,triggers
verificationlevel3date,1,domain-customer-and-identity,1,VerificationLevel3Date,1,triggers
verificationlevelchangescount,1,domain-ops-and-onboarding,1,VerificationLevelChangesCount,1,triggers
verificationlevelid,1,domain-compliance-and-aml,1,VerificationLevelID,2,triggers
ves,1,domain-trading,1,VeS,1,triggers
vg_acquisition_funnel,1,domain-marketing-and-acquisition,1,vg_acquisition_funnel,1,triggers
vg_acquisitionfunnel,1,domain-marketing-and-acquisition,1,vg_acquisitionfunnel,2,triggers
vg_acquisitionfunnel_em1,1,domain-marketing-and-acquisition,1,vg_acquisitionfunnel_em1,2,triggers
vg_crm_case,1,domain-customer-and-identity,1,vg_crm_case,2,triggers
vg_customer_customer_first_dates,1,domain-customer-and-identity,1,vg_customer_customer_first_dates,2,triggers
vg_customer_daily_snapshot,1,domain-customer-and-identity,1,vg_customer_daily_snapshot,2,triggers
vg_customer_monthly_snapshot,1,domain-customer-and-identity,1,vg_customer_monthly_snapshot,1,triggers
vg_ddr_revenue,1,domain-revenue-and-fees,1,vg_ddr_revenue,2,triggers
vg_fact_snapshotcustomer_for_emoney_genie,1,domain-customer-and-identity,1,vg_fact_snapshotcustomer_for_emoney_genie,1,triggers
vg_marketingacquisitionfunnel,1,domain-marketing-and-acquisition,1,vg_marketingacquisitionfunnel,2,triggers
view through,1,domain-marketing-and-acquisition,1,view through,1,triggers
view-through attribution,1,domain-marketing-and-acquisition,1,view-through attribution,1,triggers
view_signin_signup,1,domain-marketing-and-acquisition,1,VIEW_SIGNIN_SIGNUP,1,triggers
virtu,1,domain-trading,1,Virtu,2,triggers
vision,1,domain-trading,1,Vision,1,triggers
vision recon,1,domain-trading,1,Vision recon,1,triggers
visionrecon,1,domain-trading,1,VisionRecon,1,triggers
visual execution summary,1,domain-trading,1,Visual Execution Summary,1,triggers
visual orders executions,1,domain-trading,1,Visual Orders Executions,1,triggers
vl0,1,domain-ops-and-onboarding,1,VL0,1,triggers
vl1,1,domain-ops-and-onboarding,1,VL1,1,triggers
vl2,1,domain-ops-and-onboarding,1,VL2,1,triggers
vl3,1,domain-ops-and-onboarding,1,VL3,1,triggers
vl3_but_final_not_verified_flag,1,domain-ops-and-onboarding,1,vl3_but_final_not_verified_flag,1,triggers
vl3_first_ts,1,domain-ops-and-onboarding,1,vl3_first_ts,1,triggers
voe,1,domain-trading,1,VoE,1,triggers
volumeclose,1,domain-trading,1,VolumeClose,1,triggers
volumeonclose,1,domain-trading,1,VolumeOnClose,1,triggers
volumeonopen,1,domain-trading,1,VolumeOnOpen,1,triggers
volumeopen,1,domain-trading,1,VolumeOpen,1,triggers
volumeqa,1,domain-trading,1,VolumeQA,1,triggers
voyager,1,domain-revenue-and-fees,1,Voyager,1,triggers
voyager mgmt fee,1,domain-revenue-and-fees,1,Voyager mgmt fee,1,triggers
voyager mgmt fee pro-rating,1,domain-spaceship,1,Voyager mgmt fee pro-rating,1,triggers
voyager portfolio universe,1,domain-spaceship,1,Voyager portfolio UNIVERSE,1,triggers
voyager universe portfolio,1,domain-spaceship,1,Voyager UNIVERSE portfolio,2,triggers
voyager_aud_balance,1,domain-customer-and-identity,1,voyager_aud_balance,1,triggers
voyager_balance_aud,1,domain-spaceship,1,voyager_balance_aud,1,triggers
voyager_first_became_financial_date,1,domain-spaceship,1,voyager_first_became_financial_date,1,triggers
voyager_purchase,1,domain-spaceship,1,VOYAGER_PURCHASE,1,triggers
voyager_purchase excluded,1,domain-spaceship,1,VOYAGER_PURCHASE excluded,1,triggers
vw_mixpanel,1,domain-product-analytics,1,vw_mixpanel,1,triggers
vw_mixpanel_login_events,1,domain-product-analytics,1,vw_mixpanel_login_events,2,triggers
vw_raf_config_for_genie,1,domain-marketing-and-acquisition,1,vw_raf_config_for_genie,2,triggers
vw_raf_for_genie,1,domain-marketing-and-acquisition,1,vw_raf_for_genie,2,triggers
vw_raf_for_genie2,1,domain-marketing-and-acquisition,1,vw_raf_for_genie2,1,triggers
vw_risk_classification_history_complete,1,domain-compliance-and-aml,1,vw_risk_classification_history_complete,1,triggers
w-8ben,1,domain-ops-and-onboarding,1,W-8BEN,1,triggers
w-8ben form,1,domain-ops-and-onboarding,1,W-8BEN Form,1,triggers
w-9,1,domain-ops-and-onboarding,1,W-9,1,triggers
w9,1,domain-ops-and-onboarding,1,W9,1,triggers
w_metrics,1,domain-trading,1,w_metrics,2,triggers
waiver,1,domain-staking,1,waiver,1,triggers
wallet,1,domain-payments,1,wallet,1,triggers
wallet allowance,1,domain-payments,1,wallet allowance,2,triggers
wallet aum,1,domain-exw-wallet,1,wallet AUM,1,triggers
wallet flow,1,domain-trading,1,wallet flow,1,triggers
wallet to iban,1,domain-cross,1,wallet to IBAN,1,triggers
wallet trade,1,domain-trading,1,wallet trade,1,triggers
walletbalances,1,domain-exw-wallet,1,WalletBalances,1,triggers
walletdb staking,1,domain-revenue-and-fees,1,walletdb staking,1,triggers
walletid,1,domain-exw-wallet,1,WalletId,1,triggers
walletinventory,1,domain-payments,1,WalletInventory,1,triggers
walletpool,1,domain-exw-wallet,1,WalletPool,1,triggers
was send x aml-blocked and why,1,domain-payments,1,Was send X AML-blocked and why?,1,sample_questions
was this refund aml-triggered or customer-initiated,1,domain-cross,1,Was this refund AML-triggered or customer-initiated,1,sample_questions
watchlist,1,domain-customer-and-identity,1,watchlist,1,triggers
watchlist experiment,1,domain-product-analytics,1,Watchlist experiment,1,triggers
watchlistsbyfunnel,1,domain-customer-and-identity,1,WatchListsByFunnel,1,triggers
wealthfrance,1,domain-customer-and-identity,1,WealthFrance,1,triggers
webinarpromotion,1,domain-marketing-and-acquisition,1,WebinarPromotion,2,triggers
week-ending sunday,1,domain-spaceship,1,week-ending Sunday,1,triggers
week_ending,1,domain-spaceship,1,week_ending,1,triggers
weekday only,1,domain-spaceship,1,weekday only,1,triggers
weekend fill-forward,1,domain-spaceship,1,weekend fill-forward,1,triggers
weekend lag,1,cross-cutting,1,weekend lag,2,triggers
weekend plateau,1,cross-cutting,1,weekend plateau,1,triggers
weekend_double,1,domain-trading,1,WEEKEND_DOUBLE,1,triggers
weekly dealing,1,domain-trading,1,weekly dealing,1,triggers
weekly spaceship reporting,1,domain-spaceship,1,weekly Spaceship reporting,1,triggers
welcomeemail_startdate,1,domain-staking,1,WelcomeEmail_StartDate,2,triggers
what are the 19 money transaction_types and which are external vs internal,1,domain-spaceship,1,What are the 19 Money transaction_types and which are external vs internal,1,sample_questions
what columns does v_options_aum return and how is it deduplicated daily,1,domain-options,1,What columns does v_options_aum return and how is it deduplicated daily,1,sample_questions
what columns does v_spaceship_aum expose and how is it deduplicated,1,domain-spaceship,1,What columns does v_spaceship_aum expose and how is it deduplicated,1,sample_questions
what country regulation language is customer x under right now,1,domain-customer-and-identity,1,What country / regulation / language is customer X under right now?,1,sample_questions
what data sources does us options performance monitoring read from,1,domain-options,1,What data sources does US Options Performance Monitoring read from,1,sample_questions
what defines an options funded account vs cumulative-since-unity funded,1,domain-options,1,What defines an Options Funded account vs cumulative-since-Unity Funded,1,sample_questions
what did new funded users trade first this quarter,1,domain-customer-and-identity,1,What did new funded users trade first this quarter?,1,sample_questions
what did the operator do on this customer s account last week,1,domain-customer-and-identity,1,What did the operator do on this customer's account last week?,1,sample_questions
what does alertcode dc4 mean pull from confluence old-logic page cross-check against synapse distinct alertcode list,1,domain-compliance-and-aml,1,What does AlertCode = 'DC4' mean? — pull from Confluence Old-logic page + cross-check against Synapse distinct AlertCode list,1,sample_questions
what does aud_amount sign represent in bronze_spaceship_metabase_super_transactions,1,domain-spaceship,1,What does aud_amount sign represent in bronze_spaceship_metabase_super_transactions,1,sample_questions
what does cid_string vs cid mean in mixpanel silver,1,domain-product-analytics,1,What does cid_string vs cid mean in mixpanel.silver?,1,sample_questions
what does etoro owe customer x right now cid-level cross-platform,1,domain-payments,1,"What does eToro owe customer X right now (CID-level, cross-platform)?",1,sample_questions
what does not accepted document type mean ג is it a reject bucket,1,domain-ops-and-onboarding,1,What does 'Not Accepted' document type mean ג€” is it a reject bucket?,1,sample_questions
what does our affiliate payments report show for tier-2 affiliates this month,1,domain-marketing-and-acquisition,1,What does our affiliate payments report show for tier-2 affiliates this month?,1,sample_questions
what does participants_source_type userflow mean,1,domain-product-analytics,1,What does participants_source_type = userflow mean?,1,sample_questions
what does pendingclosurestatusid 3 mean,1,domain-ops-and-onboarding,1,What does PendingClosureStatusID = 3 mean?,1,sample_questions
what does requester vs entity_owner mean in the streams_post payload,1,domain-product-analytics,1,What does Requester vs Entity_Owner mean in the streams_post payload?,1,sample_questions
what does stakingmonthid 2025030 mean,1,domain-staking,1,What does StakingMonthID = 2025030 mean?,1,sample_questions
what does the difference between requester and entity_owner mean,1,domain-product-analytics,1,What does the difference between Requester and Entity_Owner mean?,1,sample_questions
what does the funnelfromname distribution look like for the etoro homepage funnel,1,domain-marketing-and-acquisition,1,What does the FunnelFromName distribution look like for the eToro Homepage funnel?,1,sample_questions
what does the silver-aum-fed cadence mean for v_moneyfarm_aum freshness,1,domain-moneyfarm,1,What does the silver-AUM-fed cadence mean for v_moneyfarm_aum freshness?,1,sample_questions
what failreasonid means user blocked by compliance,1,domain-staking,1,What FailReasonID means 'user blocked by compliance'?,1,sample_questions
what happens after sp_staking_emails fires what tables get written,1,domain-staking,1,What happens after SP_Staking_Emails fires — what tables get written?,1,sample_questions
what is our aua,1,domain-aum-and-aua,1,what is our AUA,1,triggers
what is our aum,1,domain-aum-and-aua,1,what is our AUM,1,triggers
what is our aum as of today,1,cross-cutting,1,What is our AUM as of today?,1,sample_questions
what is rnd_output_experience_clubactivitieseodedentestmoneyfarmfilterbyproduct,1,domain-moneyfarm,1,What is rnd_output_experience_clubactivitieseodedentestmoneyfarmfilterbyproduct?,1,sample_questions
what is the canonical definition of a spaceship ftd,1,domain-spaceship,1,What is the canonical definition of a Spaceship FTD,1,sample_questions
what is the moneyfarm ftd definition,1,domain-moneyfarm,1,What is the MoneyFarm FTD definition?,1,sample_questions
what jurisdiction is customer x under,1,domain-customer-and-identity,1,What jurisdiction is customer X under?,1,sample_questions
what kyc answers did this customer give any non-current ones,1,domain-customer-and-identity,1,What KYC answers did this customer give? Any non-current ones?,1,sample_questions
what kyc questions did this customer answer with free-text,1,domain-customer-and-identity,1,What KYC questions did this customer answer? With free-text?,1,sample_questions
what metric is early_alerting_metric pointing at,1,domain-product-analytics,1,What metric is early_alerting_metric pointing at?,1,sample_questions
what moneyfarm tableau workbooks does ben thompson own,1,domain-moneyfarm,1,What MoneyFarm Tableau workbooks does Ben Thompson own?,1,sample_questions
what moneyfarm tables exist in uc,1,domain-moneyfarm,1,What MoneyFarm tables exist in UC?,1,sample_questions
what of customers reached vl3 in 24 hours from registration,1,domain-ops-and-onboarding,1,What % of customers reached VL3 in 24 hours from registration?,1,sample_questions
what of documents went to ג 1 hour sla bucket last month,1,domain-ops-and-onboarding,1,What % of documents went to ג‰₪ 1 hour SLA bucket last month?,1,sample_questions
what of ftds trade within their first 7 days,1,domain-cross,1,What % of FTDs trade within their first 7 days?,1,sample_questions
what pii fields live in the apex sod bronze tables and where,1,domain-options,1,What PII fields live in the Apex SOD bronze tables and where,1,sample_questions
what proportion of customers in sfmc_filter have shouldsynced 1,1,domain-marketing-and-acquisition,1,What proportion of customers in sfmc_filter have ShouldSynced=1?,1,sample_questions
what s a legacy user in the v2 hld,1,domain-moneyfarm,1,What's a 'legacy user' in the V2 HLD?,1,sample_questions
what s customer x s csat score and open crm cases,1,domain-customer-and-identity,1,What's customer X's CSAT score and open CRM cases?,1,sample_questions
what s customer x s mifid category,1,domain-customer-and-identity,1,What's customer X's MiFID category?,1,sample_questions
what s customer x s predicted ltv and daily cluster,1,domain-customer-and-identity,1,What's customer X's predicted LTV and daily cluster?,1,sample_questions
what s distinct_id vs mp_anon_id vs cid in mixpanel,1,domain-product-analytics,1,What's distinct_id vs mp_anon_id vs cid in Mixpanel?,1,sample_questions
what s nop exposure right now,1,domain-trading,1,What's NOP exposure right now?,1,sample_questions
what s our aum today,1,domain-trading,1,What's our AUM today?,1,sample_questions
what s our crypto hedge cost trend,1,domain-trading,1,What's our crypto hedge cost trend?,1,sample_questions
what s our registration-to-ftd conversion rate this quarter,1,domain-customer-and-identity,1,What's our registration-to-FTD conversion rate this quarter?,1,sample_questions
what s the 1 usd threshold and where in the code is it enforced,1,domain-staking,1,What's the $1 USD threshold and where in the code is it enforced?,1,sample_questions
what s the 9-step cte architecture of v_mimo_options_platform,1,domain-options,1,What's the 9-step CTE architecture of v_mimo_options_platform,1,sample_questions
what s the accounttypeid for moneyfarm in the payments dictionary,1,domain-moneyfarm,1,What's the AccountTypeID for MoneyFarm in the payments dictionary?,1,sample_questions
what s the average daystowaitfromftd for cysec-regulated customers,1,domain-marketing-and-acquisition,1,What's the average DaysToWaitFromFTD for CySEC-regulated customers?,1,sample_questions
what s the canonical gcid- moneyfarm-customer join filter,1,domain-moneyfarm,1,What's the canonical GCID->MoneyFarm-customer join filter?,1,sample_questions
what s the canonical house-account exclusion list for options,1,domain-options,1,What's the canonical house-account exclusion list for Options,1,sample_questions
what s the canonical pattern for daily options aum dedup,1,domain-options,1,What's the canonical pattern for daily Options AUM dedup,1,sample_questions
what s the cash isa boost rate for 2025 26,1,domain-moneyfarm,1,What's the Cash ISA boost rate for 2025/26?,1,sample_questions
what s the cte architecture of v_spaceship_mimo,1,domain-spaceship,1,What's the CTE architecture of v_spaceship_mimo,1,sample_questions
what s the current clusterdetail distribution for funded customers,1,domain-customer-and-identity,1,What's the current ClusterDetail distribution for funded customers?,1,sample_questions
what s the current realizable equity for customer x,1,domain-customer-and-identity,1,What's the current realizable equity for customer X?,1,sample_questions
what s the ddl of v_moneyfarm_aum,1,domain-moneyfarm,1,What's the DDL of v_moneyfarm_aum?,1,sample_questions
what s the decline-by-risk-engine rate this quarter,1,domain-payments,1,What's the decline-by-risk-engine rate this quarter?,1,sample_questions
what s the difference between active open options trader buy and active options trader buy or sell,1,domain-options,1,What's the difference between Active Open Options Trader (Buy) and Active Options Trader (Buy or Sell),1,sample_questions
what s the difference between bi_output_moneyfarm_ and bizops_output_moneyfarm_,1,domain-moneyfarm,1,What's the difference between bi_output_moneyfarm_* and bizops_output_moneyfarm_*?,1,sample_questions
what s the difference between cid gcid distinct_id and mp_anon_id,1,domain-product-analytics,1,"What's the difference between cid, gcid, distinct_id and mp_anon_id?",1,sample_questions
what s the difference between dealing_staking_position and dealing_staking_results,1,domain-staking,1,What's the difference between Dealing_Staking_Position and Dealing_Staking_Results?,1,sample_questions
what s the difference between ext1034 and ext765 which one has the gatsby-era cohort,1,domain-options,1,What's the difference between EXT1034 and EXT765 (which one has the Gatsby-era cohort),1,sample_questions
what s the difference between mixpanel silver and mixpanel login_events,1,domain-product-analytics,1,What's the difference between mixpanel.silver and mixpanel.login_events?,1,sample_questions
what s the difference between optimizely and abtoro,1,domain-product-analytics,1,What's the difference between Optimizely and ABtoro?,2,sample_questions
what s the difference between realcid and gcid,1,domain-customer-and-identity,1,What's the difference between RealCID and GCID?,1,sample_questions
what s the difference between suggesteddocumenttypeid and backoffice documentclassification,1,domain-ops-and-onboarding,1,What's the difference between SuggestedDocumentTypeID and BackOffice DocumentClassification?,1,sample_questions
what s the difference between suggesteddocumenttypeid and documentclassification,1,domain-ops-and-onboarding,1,What's the difference between SuggestedDocumentTypeID and DocumentClassification?,1,sample_questions
what s the difference between v_mimo_options_platform and v_mimo_optionsplatform,1,domain-options,1,What's the difference between v_mimo_options_platform and v_mimo_optionsplatform,1,sample_questions
what s the dropoff from vl2 to vl3,1,domain-ops-and-onboarding,1,What's the dropoff from VL2 to VL3?,1,sample_questions
what s the fill-forward pattern for super and voyager weekend balances,1,domain-spaceship,1,What's the fill-forward pattern for Super and Voyager weekend balances,1,sample_questions
what s the formula for monthly contracts traded buy and sell,1,domain-options,1,What's the formula for Monthly Contracts Traded (Buy and Sell),1,sample_questions
what s the fraud score threshold on raf in each country,1,domain-marketing-and-acquisition,1,What's the fraud score threshold on RAF in each country?,1,sample_questions
what s the freshness-checker query for apex sod files,1,domain-options,1,What's the freshness-checker query for Apex SOD files,1,sample_questions
what s the gpt-generated summary of test exp_id y,1,domain-product-analytics,1,What's the GPT-generated summary of test exp_id Y?,1,sample_questions
what s the introdays setting for eth right now,1,domain-staking,1,What's the IntroDays setting for ETH right now?,1,sample_questions
what s the lastloggedin freshness gap for our portal customer-360,1,domain-ops-and-onboarding,1,What's the LastLoggedIn freshness gap for our portal customer-360?,1,sample_questions
what s the most common raf failure reason in the uk,1,domain-marketing-and-acquisition,1,What's the most common RAF failure reason in the UK?,1,sample_questions
what s the open rate on leadwelcomejourney emails last month,1,domain-marketing-and-acquisition,1,What's the open rate on LeadWelcomeJourney emails last month?,1,sample_questions
what s the predicted 8-year ltv for customer x vol-fixed variant,1,domain-customer-and-identity,1,What's the predicted 8-year LTV for customer X? Vol-fixed variant?,1,sample_questions
what s the registration ftd funnel by channel subchannel country for yesterday,1,domain-marketing-and-acquisition,1,What's the registration→FTD funnel by Channel × SubChannel × Country for yesterday?,1,sample_questions
what s the registration ftd time bucket distribution,1,domain-ops-and-onboarding,1,What's the registration→FTD time bucket distribution?,1,sample_questions
what s the relationship between mixpanel feed_events and bronze_event_hub_ streams_post,1,domain-product-analytics,1,What's the relationship between mixpanel.feed_events and bronze_event_hub_*streams_post?,1,sample_questions
what s the revshare for platinum plus,1,domain-staking,1,What's the RevShare for Platinum Plus?,1,sample_questions
what s the right table for follow events given streams_follow is empty,1,domain-product-analytics,1,What's the right table for 'follow' events given streams_follow is empty?,1,sample_questions
what s the right way to count anonymous-vs-logged-in funnel drop-off,1,domain-product-analytics,1,What's the right way to count anonymous-vs-logged-in funnel drop-off?,1,sample_questions
what s the sdk vs s2s split on open trade events by platform,1,domain-marketing-and-acquisition,1,What's the SDK vs S2S split on Open Trade events by Platform?,1,sample_questions
what s the sla bucket for poi document approvals last week,1,domain-ops-and-onboarding,1,What's the SLA bucket for POI document approvals last week?,1,sample_questions
what s the source of bi_output_moneyfarm_fact_portfolio_snapshot,1,domain-moneyfarm,1,What's the source of bi_output_moneyfarm_fact_portfolio_snapshot?,1,sample_questions
what s the total telesign sinch sms cost ytd,1,domain-ops-and-onboarding,1,What's the total Telesign + Sinch SMS cost YTD?,1,sample_questions
what s the typical raf compensation amount in the uk,1,domain-marketing-and-acquisition,1,What's the typical RAF compensation amount in the UK?,1,sample_questions
what s the typical reason for poa decline in country x,1,domain-ops-and-onboarding,1,What's the typical reason for POA decline in country X?,1,sample_questions
what s the voyager net deposits cohort split threshold,1,domain-spaceship,1,What's the Voyager Net Deposits cohort split threshold,1,sample_questions
what s the yeast early-alerting bound on the home-page promo banner test,1,domain-product-analytics,1,What's the YEAST early-alerting bound on the home-page promo banner test?,1,sample_questions
what s timebucketsfromverificationlevel0toverificationlevel3,1,domain-ops-and-onboarding,1,What's TimeBucketsFromVerificationLevel0toVerificationLevel3?,1,sample_questions
what share of ios installs have a non-null idfa today vs 2021,1,domain-marketing-and-acquisition,1,What share of iOS installs have a non-null IDFA today vs 2021?,1,sample_questions
what was customer x on,1,domain-customer-and-identity,1,what was customer X on,1,triggers
what was customer x s regulation on 2025-06-01,1,domain-customer-and-identity,1,What was customer X's regulation on 2025-06-01?,2,sample_questions
what was our total marketing cost last week split by channel,1,domain-marketing-and-acquisition,1,What was our total marketing cost last week split by channel?,1,sample_questions
what was the country of residence for customer x 6 months ago,1,domain-customer-and-identity,1,What was the country of residence for customer X 6 months ago?,1,sample_questions
what was the slippage on usd jpy on january 29,1,domain-trading,1,What was the slippage on USD/JPY on January 29?,1,sample_questions
what was the state of position x when it opened,1,domain-trading,1,What was the state of position X when it opened?,1,sample_questions
what were the top shap-attributed features for this customer s ltv prediction,1,domain-customer-and-identity,1,What were the top SHAP-attributed features for this customer's LTV prediction?,1,sample_questions
when did customer 12345 deposit register first trade,1,domain-customer-and-identity,1,When did customer 12345 deposit / register / first trade?,1,sample_questions
when did customer x first deposit first login first trade,1,domain-customer-and-identity,1,When did customer X first deposit / first login / first trade?,1,sample_questions
